City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,turpan,42.9333,89.1667,3.17,52,1,0.51,CN,1707675294
279,punta cana,18.5818,-68.4043,27.87,54,20,7.72,DO,1707675410
280,el granada,37.5027,-122.4694,14.0,85,100,3.09,US,1707675335
281,agropoli,40.3469,14.9966,11.16,84,84,3.72,IT,1707675410
282,sao joao da barra,-21.6403,-41.0511,32.05,79,13,7.13,BR,1707675410
283,kalifornsky,60.4183,-151.29,-6.81,100,0,1.54,US,1707675410
284,pangoa,-12.1167,-73.0,26.51,91,88,1.35,PE,1707675410
285,puerto aysen,-45.4,-72.7,14.3,69,87,4.17,CL,1707675410
286,rottingdean,50.8098,-0.0594,9.79,84,40,5.14,GB,1707675410
287,inongo,-1.95,18.2667,26.72,69,97,1.42,CD,1707675410
288,bridgewater,44.3835,-64.5155,9.79,70,88,5.66,CA,1707675410
289,tolanaro,-25.0319,46.9987,25.64,91,100,5.24,MG,1707675410
290,chonchi,-42.6128,-73.8092,17.56,90,94,1.3,CL,1707675410
291,burley,42.5357,-113.7928,1.83,66,20,2.06,US,1707675410
292,jamaame,0.0697,42.745,26.2,83,33,5.47,SO,1707675411
293,uwajima,33.2238,132.56,7.59,64,92,7.99,JP,1707675411
294,robore,-18.3333,-59.75,29.23,61,98,2.97,BO,1707675411
295,lorengau,-2.0226,147.2712,27.2,80,100,3.78,PG,1707675411
296,london,51.5085,-0.1257,9.87,81,75,3.6,GB,1707674868
297,sumbawa besar,-8.5,117.4333,24.91,95,100,1.54,ID,1707675411
298,quibdo,5.6947,-76.6611,30.19,79,75,0.0,CO,1707675199
299,poronaysk,49.2167,143.1167,-23.26,98,55,1.12,RU,1707675411
300,santiago de cao,-7.9589,-79.2392,26.07,73,30,5.66,PE,1707675411
301,kodinar,20.7903,70.7031,21.94,33,89,4.26,IN,1707675411
302,mumbwa,-14.9783,27.0619,23.93,61,98,2.54,ZM,1707675411
303,temiskaming shores,47.4938,-79.7153,-6.11,64,97,3.27,CA,1707675411
304,wake village,33.4268,-94.1063,10.08,89,100,5.14,US,1707675247
305,yorkton,51.2167,-102.4677,-4.09,74,0,6.17,CA,1707675386
306,ketchikan,55.3422,-131.6461,1.3,100,75,4.12,US,1707675411
307,lerwick,60.1545,-1.1494,5.0,97,100,13.14,GB,1707675408
308,peniche,39.3558,-9.3811,16.83,96,53,7.22,PT,1707675411
309,medina,24.4686,39.6142,20.24,10,0,2.57,SA,1707675226
310,zhangye,38.9342,100.4517,1.28,22,3,2.08,CN,1707675412
311,leava,-14.3,-178.1667,28.42,84,96,8.66,WF,1707675412
312,nanao,37.05,136.9667,1.82,99,100,2.38,JP,1707675412
313,kalamata,37.0389,22.1142,15.62,79,75,5.66,GR,1707675412
314,lamin,13.3522,-16.4339,31.06,36,0,6.32,GM,1707675412
315,rabo de peixe,37.8,-25.5833,17.77,99,20,7.2,PT,1707675412
316,margate,51.3813,1.3862,8.83,84,66,2.24,GB,1707675293
317,terrace,54.5163,-128.6035,0.68,80,75,9.77,CA,1707675375
318,key west,24.5557,-81.7826,26.0,74,0,5.66,US,1707675412
319,champerico,14.3,-91.9167,34.3,52,2,3.93,GT,1707675412
320,jatai,-17.8814,-51.7144,26.42,77,83,4.48,BR,1707675136
321,egilsstadir,65.2653,-14.3948,-0.05,93,100,7.72,IS,1707675412
322,vorkuta,67.5,64.0,-29.22,100,100,2.24,RU,1707675296
323,laojunmiao,39.8333,97.7333,-1.85,21,64,1.4,CN,1707675412
324,palmer,42.1584,-72.3287,7.51,54,75,4.63,US,1707675412
325,kharan,28.5833,65.4167,18.24,37,99,1.94,PK,1707675413
326,polyarnyy,69.1989,33.4478,-16.02,93,100,3.1,RU,1707675413
327,kuchinda,21.7333,84.35,19.57,47,34,2.49,IN,1707675413
328,kailua-kona,19.6406,-155.9956,22.98,79,0,3.09,US,1707674734
329,huautla de jimenez,18.1315,-96.8409,26.28,27,0,0.89,MX,1707675413
330,korla,41.7597,86.1469,-0.74,61,4,1.32,CN,1707675413
331,chandbali,20.7833,86.7667,19.72,51,5,1.64,IN,1707675413
332,tazovsky,67.4667,78.7,-32.02,98,63,2.21,RU,1707675413
333,taltal,-25.4,-70.4833,23.47,70,50,3.89,CL,1707675413
334,callao,-12.0667,-77.15,28.16,65,75,5.14,PE,1707675320
335,mount isa,-20.7333,139.5,23.87,88,59,0.0,AU,1707675413
336,kayangel,8.0823,134.7173,27.32,80,74,9.6,PW,1707675413
337,cudillero,43.5622,-6.1459,12.17,73,75,3.6,ES,1707675413
338,kapa'a,22.0752,-159.319,20.99,89,0,3.6,US,1707675315
339,east london,-33.0153,27.9116,22.52,68,0,5.14,ZA,1707675413
340,enriquillo,17.9,-71.2333,28.82,50,2,6.6,DO,1707675413
341,shingu,33.7333,135.9833,5.39,68,6,4.53,JP,1707675413
342,harper,4.375,-7.7169,28.65,80,93,4.38,LR,1707675395
343,selfoss,63.9331,-20.9971,-4.29,71,82,5.92,IS,1707675414
344,rabaul,-4.1967,152.1721,26.7,81,100,3.61,PG,1707675414
345,subaykhan,34.8544,40.6083,16.25,50,0,1.16,SY,1707675414
346,leiyang,26.4024,112.8591,9.82,75,0,1.67,CN,1707675414
347,kenai,60.5544,-151.2583,-6.95,93,75,1.54,US,1707675414
348,petoskey,45.3733,-84.9553,0.06,82,100,3.58,US,1707675329
349,sumbe,-11.2061,13.8437,27.09,85,41,1.09,AO,1707675414
350,kani keli,-12.9536,45.1033,26.59,76,100,5.25,YT,1707675414
351,klang,3.0333,101.45,28.08,69,20,1.54,MY,1707675414
352,tommot,58.9564,126.2925,-13.39,97,99,1.52,RU,1707675414
353,potcoava,44.4833,24.65,12.75,62,84,1.57,RO,1707675414
354,fort bragg,35.139,-79.006,19.91,78,100,7.2,US,1707675414
355,tawau,4.2498,117.8871,26.07,85,100,3.09,MY,1707675414
356,copiapo,-27.3667,-70.3333,30.88,34,5,5.3,CL,1707675154
357,tuy hoa,13.0833,109.3,21.47,86,92,6.79,VN,1707675414
358,freetown,8.484,-13.2299,27.73,72,49,4.32,SL,1707675414
359,brookings,44.3114,-96.7984,3.4,69,0,8.75,US,1707675415
360,port shepstone,-30.7414,30.455,21.74,78,97,5.04,ZA,1707675415
361,hasaki,35.7333,140.8333,5.16,95,98,5.01,JP,1707675415
362,boulder city,35.9786,-114.8325,8.36,31,0,5.14,US,1707675415
363,jiangkou,25.4872,119.1986,10.15,71,0,3.65,CN,1707675415
364,sarichioi,44.95,28.85,11.12,76,75,4.63,RO,1707675415
365,vidisha,23.5333,77.8167,16.13,34,33,3.78,IN,1707675415
366,kingston,17.997,-76.7936,28.98,71,56,1.34,JM,1707675151
367,nurota,40.5614,65.6886,9.13,55,0,2.08,UZ,1707675415
368,charters towers,-20.1,146.2667,22.84,83,4,3.33,AU,1707675415
369,bikenibeu village,1.3673,173.1241,27.98,83,75,4.12,KI,1707675415
370,kisangani,0.5167,25.2,26.6,65,72,1.33,CD,1707675415
371,pitimbu,-7.4706,-34.8086,26.33,73,34,5.38,BR,1707675415
372,prince george,53.9166,-122.753,-0.77,93,20,2.57,CA,1707675415
373,valderice,38.0401,12.6151,12.55,82,40,6.17,IT,1707675415
374,urzhar,47.093,81.6294,0.15,98,100,3.99,KZ,1707675416
375,petauke,-14.2426,31.3253,21.91,70,98,1.02,ZM,1707675416
376,broken hill,-31.95,141.4333,26.18,36,0,4.4,AU,1707675416
377,dunay,42.8803,132.3375,-8.49,73,1,1.0,RU,1707675416
378,tranas,58.0372,14.9782,-4.23,94,100,4.92,SE,1707675416
379,novodvinsk,64.4165,40.8122,-23.14,100,92,1.63,RU,1707675416
380,porto novo,6.4965,2.6036,29.9,77,40,3.53,BJ,1707675275
381,the pas,53.8251,-101.2541,-6.99,86,100,2.06,CA,1707675416
382,an nuhud,12.7,28.4333,23.83,11,0,5.47,SD,1707675416
383,iskateley,67.6803,53.1512,-30.55,100,43,1.79,RU,1707675416
384,bayanaul,50.7889,75.6956,-16.07,87,6,5.81,KZ,1707675416
385,katsuren-haebaru,26.3369,127.8719,16.01,66,100,2.06,JP,1707675416
386,khandyga,62.6667,135.6,-40.18,98,43,1.06,RU,1707675151
387,bubaque,11.2833,-15.8333,26.78,61,0,5.57,GW,1707675416
388,shahrud,36.4182,54.9763,7.32,44,76,0.39,IR,1707675416
389,berdigestyakh,62.0989,126.6992,-27.36,95,100,4.17,RU,1707675416
390,siavonga,-16.5382,28.7088,27.87,61,23,1.23,ZM,1707675417
391,sterling,39.0062,-77.4286,10.7,85,100,5.14,US,1707675417
392,kumla,59.1277,15.1434,-4.62,80,100,6.17,SE,1707675417
393,el tarf,36.7672,8.3138,11.87,75,47,5.67,DZ,1707675417
394,dalian,38.9122,121.6022,0.96,75,0,4.0,CN,1707675417
395,shizuishan,39.2333,106.7694,0.73,32,2,1.84,CN,1707675417
396,bandar lampung,-5.4254,105.258,22.97,95,31,1.7,ID,1707675417
397,buka,40.8108,69.1986,11.43,40,9,1.19,UZ,1707675417
398,razampeta,14.1833,79.1667,20.49,92,34,1.62,IN,1707675417
399,bourg-saint-andeol,44.3757,4.6427,9.95,59,47,2.22,FR,1707675417
400,piton saint-leu,-21.2196,55.3151,26.06,69,0,6.17,RE,1707675417
401,queenstown,-31.8976,26.8753,17.25,67,13,4.38,ZA,1707675137
402,safford,32.834,-109.7076,7.84,59,0,5.66,US,1707675163
403,salinopolis,-0.6136,-47.3561,27.37,87,83,4.8,BR,1707675417
404,kabarnet,0.4919,35.743,20.5,45,39,1.77,KE,1707675417
405,victoria falls,-17.9235,25.843,25.33,60,85,1.44,ZW,1707675417
406,mishkovo-pohorilove,46.9995,32.118,8.57,86,100,6.7,UA,1707675418
407,sinabang,2.4803,96.3801,26.78,83,19,0.73,ID,1707675339
408,tadine,-21.55,167.8833,25.37,88,24,7.15,NC,1707675418
409,tyukhtet,56.5389,89.3011,-13.99,91,100,5.31,RU,1707675418
410,acarau,-2.8856,-40.12,28.53,75,98,6.4,BR,1707675278
411,lebowakgomo,-24.2,29.5,19.5,59,91,3.7,ZA,1707675418
412,qinggang,46.6833,126.0833,-10.9,85,19,6.45,CN,1707675418
413,markaz-e hukumat-e darweshan,31.1323,64.1934,16.06,19,100,3.46,AF,1707675418
414,oxapampa,-10.5775,-75.4017,20.84,89,76,1.77,PE,1707675418
415,fort mcmurray,56.7268,-111.381,0.77,59,0,4.63,CA,1707675418
416,al artawiyah,26.5053,45.3444,13.59,58,2,6.07,SA,1707675418
417,vanimo,-2.6741,141.3028,25.3,90,90,2.3,PG,1707675418
418,kembe,4.6228,21.8865,29.37,27,65,0.99,CF,1707675418
419,undurkhaan,47.3194,110.6556,-8.84,74,4,5.48,MN,1707675418
420,skowhegan,44.7651,-69.7192,9.31,64,82,4.08,US,1707675418
421,sao jose da coroa grande,-8.8978,-35.1478,28.79,72,95,5.58,BR,1707675418
422,thief river falls,48.1191,-96.1812,-4.47,79,100,7.72,US,1707675419
423,piacabucu,-10.4056,-36.4344,28.14,75,99,4.92,BR,1707675419
424,sisimiut,66.9395,-53.6735,-20.76,91,96,2.52,GL,1707675419
425,korpilahti,62.0167,25.55,-13.7,99,71,1.78,FI,1707675419
426,rabigh,22.7986,39.0349,23.64,45,1,3.56,SA,1707675419
427,cannonvale,-20.2833,148.7,26.66,81,10,4.58,AU,1707675419
428,mazatlan,23.2167,-106.4167,24.98,58,0,3.13,MX,1707675189
429,yigo village,13.5361,144.8886,25.62,76,40,7.72,GU,1707675419
430,kavalerovo,44.2661,135.0572,-11.92,99,64,1.79,RU,1707675419
431,muncar,-8.4333,114.3333,25.01,90,98,1.42,ID,1707675419
432,las tablas,7.7667,-80.2833,33.43,99,54,6.76,PA,1707675419
433,mar del plata,-38.0023,-57.5575,28.01,74,0,5.14,AR,1707675173
434,simplicio mendes,-7.8539,-41.9103,30.38,52,97,2.05,BR,1707675419
435,nemuro,43.3236,145.575,-5.39,82,65,2.33,JP,1707675393
436,charlottetown,46.2352,-63.1267,5.29,78,75,3.6,CA,1707675363
437,pacific grove,36.6177,-121.9166,14.65,74,0,4.47,US,1707675419
438,les cayes,18.2,-73.75,27.0,58,42,6.08,HT,1707675405
439,pyapon,16.2833,95.6833,23.77,72,25,3.1,MM,1707675419
440,weno,7.4515,151.8468,27.97,74,40,3.6,FM,1707675420
441,namdrik,5.5994,168.1028,27.18,83,82,10.21,MH,1707675420
442,ixtapa,20.7,-105.2,24.57,61,75,1.79,MX,1707675338
443,sakakah,29.9697,40.2064,12.76,64,16,4.1,SA,1707675420
444,ghanzi,-21.5667,21.7833,26.56,47,91,5.1,BW,1707675420
445,fort st. john,56.2499,-120.8529,-0.06,55,75,6.17,CA,1707675420
446,rockport,28.0206,-97.0544,27.01,62,0,3.09,US,1707675420
447,yunyang,33.4474,112.7142,7.57,84,7,3.42,CN,1707675420
448,belmonte,-15.8631,-38.8828,28.56,71,48,3.18,BR,1707675420
449,arraial do cabo,-22.9661,-42.0278,31.98,55,0,10.29,BR,1707675420
450,massawa,15.6097,39.45,25.57,73,43,4.7,ER,1707675420
451,naze,28.3667,129.4833,12.51,63,5,5.25,JP,1707675294
452,mabaruma,8.2,-59.7833,30.66,52,92,4.01,GY,1707675420
453,labytnangi,66.6572,66.4183,-29.51,91,18,2.75,RU,1707675420
454,pederneiras,-22.3517,-48.775,37.88,20,70,2.45,BR,1707675420
455,takab,36.4009,47.1133,0.11,83,29,1.36,IR,1707675421
456,wewak,-3.5534,143.6268,25.36,90,100,3.19,PG,1707675299
457,smithers,54.7804,-127.1743,-4.82,100,100,0.0,CA,1707675421
458,ljusdal,61.8288,16.0913,-10.57,98,100,1.38,SE,1707675421
459,istaravshan,39.9142,69.0033,7.62,38,48,3.41,TJ,1707675421
460,illizi,26.4833,8.4667,23.89,17,47,3.98,DZ,1707675421
461,quellon,-43.1167,-73.6167,11.97,90,96,6.87,CL,1707675421
462,ghadamis,30.1337,9.5007,17.08,36,31,3.68,LY,1707675421
463,ulanhot,46.0833,122.0833,-6.19,64,3,4.53,CN,1707675421
464,buzuluk,52.7807,52.2635,-20.02,99,79,1.34,RU,1707675421
465,grand falls-windsor,48.9332,-55.6649,3.06,93,100,3.27,CA,1707675421
466,changji,44.0167,87.3167,-8.56,92,37,1.0,CN,1707675421
467,shagonar,51.5333,92.8,-7.16,96,100,0.2,RU,1707675421
468,charata,-27.2144,-61.188,37.75,45,34,2.1,AR,1707675422
469,mahajanga,-15.7167,46.3167,27.76,81,95,4.18,MG,1707675422
470,waddan,29.1614,16.139,22.91,14,81,2.72,LY,1707675422
471,camayenne,9.535,-13.6878,32.05,62,26,5.14,GN,1707675422
472,nacala,-14.5428,40.6728,25.51,94,99,2.35,MZ,1707675422
473,ad dilam,23.9915,47.1627,17.23,53,69,4.62,SA,1707675422
474,bocas del toro,9.3333,-82.25,26.7,73,35,3.15,PA,1707675422
475,heideck,49.1167,11.1167,6.75,84,100,3.51,DE,1707675422
476,alofi,-19.0595,-169.9187,26.94,89,100,2.06,NU,1707675422
477,kindu,-2.95,25.95,23.49,82,81,1.46,CD,1707675422
478,codrington,-38.2667,141.9667,14.4,95,1,1.74,AU,1707675294
479,wajir,1.7471,40.0573,32.86,25,77,3.78,KE,1707675422
480,segezha,63.7415,34.3222,-23.39,100,52,1.86,RU,1707675422
481,nantucket,41.2835,-70.0995,9.08,61,0,5.14,US,1707675384
482,puerto penasco,31.3167,-113.5333,14.95,51,0,1.79,MX,1707675423
483,kazerun,29.6195,51.6541,12.55,56,99,1.16,IR,1707675423
484,zag,46.9441,99.165,-20.8,91,60,1.51,MN,1707675423
485,opuwo,-18.0607,13.84,24.83,68,91,5.52,NA,1707675423
486,krasnogorskoye,52.2953,86.1979,-15.58,99,86,1.52,RU,1707675423
487,tual,-5.6667,132.75,28.38,80,100,5.97,ID,1707675268
488,corner brook,48.9667,-57.9484,1.09,100,100,1.05,CA,1707675308
489,gurupi,-11.7292,-49.0686,21.29,98,100,3.18,BR,1707675423
490,posto fiscal rolim de moura,-13.0833,-62.2667,29.35,71,100,1.82,BR,1707675423
491,atafu village,-8.5421,-172.5159,27.47,80,100,1.07,TK,1707675423
492,howard springs,-12.497,131.047,24.95,95,100,3.23,AU,1707675423
493,rio grande,-32.035,-52.0986,31.06,77,39,4.06,BR,1707675423
494,yuzhno-kurilsk,44.0306,145.8556,-7.57,81,65,1.36,RU,1707675423
495,recco,44.3623,9.1435,13.6,88,67,2.32,IT,1707675423
496,ugoofaaru,5.6667,73.0,28.05,71,86,6.06,MV,1707675424
497,joshimath,30.5667,79.5667,2.8,40,3,4.31,IN,1707675424
498,kaa-khem,51.6833,94.7333,-7.0,96,100,0.64,RU,1707675424
499,klyavlino,54.2649,52.0267,-25.54,100,60,1.43,RU,1707675424
500,dapa,9.7594,126.0531,26.06,79,65,7.56,PH,1707675424
501,roma,43.2128,-75.4557,3.65,76,100,0.89,US,1707675424
502,korocha,50.8107,37.1953,-0.6,98,100,4.84,RU,1707675424
503,xinyuan,37.3,99.0,-15.37,62,0,2.87,CN,1707675424
504,sao lourenco da serra,-23.8525,-46.9425,34.44,40,12,1.02,BR,1707675424
505,nova sintra,14.8667,-24.7167,21.06,70,1,4.08,CV,1707675407
506,bocaiuva,-17.1078,-43.815,27.84,69,67,3.5,BR,1707675298
507,pacocha,-17.5833,-71.3333,26.1,67,91,4.14,PE,1707675424
508,chabahar,25.2919,60.643,20.96,71,100,3.87,IR,1707675425
509,thunder bay,48.4001,-89.3168,-5.01,86,100,1.03,CA,1707675364
510,slavyanka,42.8633,131.3847,-4.66,74,1,1.83,RU,1707675425
511,tannum sands,-23.9504,151.3693,22.94,94,40,3.6,AU,1707675425
512,sitka,57.0531,-135.33,2.94,87,100,4.12,US,1707675422
513,fortuna,40.5982,-124.1573,13.29,89,75,1.34,US,1707675286
514,noumea,-22.2763,166.4572,27.22,99,17,9.36,NC,1707674935
515,mahina,-17.5065,-149.489,26.87,94,75,1.54,PF,1707675393
516,barranca,-10.75,-77.7667,26.89,70,89,5.69,PE,1707675425
517,crossville,35.949,-85.0269,12.65,95,100,2.06,US,1707675425
518,ulaangom,49.9811,92.0667,-17.23,95,96,1.55,MN,1707675425
519,baker city,44.7749,-117.8344,3.69,70,100,1.54,US,1707675425
520,mersa matruh,31.3525,27.2453,17.82,55,100,4.89,EG,1707675425
521,arno,60.1167,18.6333,-4.56,87,96,4.55,SE,1707675425
522,punta arenas,-53.15,-70.9167,13.06,54,40,11.83,CL,1707675323
523,poyang,28.9924,116.6675,10.18,72,0,2.84,CN,1707675426
524,padangsidempuan,1.3667,99.2667,21.59,94,4,1.84,ID,1707675426
525,yarmouth,41.7057,-70.2286,9.98,66,0,3.09,US,1707675329
526,altkirch,47.5833,7.1667,8.22,81,68,6.39,FR,1707675426
527,zabaykal'sk,49.6333,117.3167,-15.45,97,98,2.15,RU,1707675426
528,jalai nur,49.45,117.7,-13.19,93,100,3.02,CN,1707675426
529,levuka,50.1834,-105.4011,-2.16,86,74,6.39,CA,1707675426
530,sevastopol,44.6,33.5333,13.89,41,100,2.68,UA,1707675426
531,kawambwa,-9.7915,29.0791,17.62,91,91,0.56,ZM,1707675426
532,fredericksburg,38.3032,-77.4605,13.64,93,100,2.06,US,1707675219
533,lindsay,36.203,-119.0882,11.64,66,0,0.0,US,1707675427
534,carauari,-4.8828,-66.8958,27.52,87,99,1.25,BR,1707675427
535,oranjemund,-28.55,16.4333,20.84,77,0,1.72,NA,1707675427
536,bonab,37.3404,46.0561,5.25,52,0,3.09,IR,1707675427
537,jiayuguan,39.8167,98.3,-1.54,27,18,0.42,CN,1707675427
538,kununurra,-15.7667,128.7333,24.99,100,40,1.03,AU,1707675427
539,sulak,43.2734,47.5146,11.74,76,91,3.62,RU,1707675427
540,tosontsengel,48.7567,98.2839,-9.73,75,58,1.24,MN,1707675427
541,karaton,-6.3424,106.1045,23.79,90,14,1.38,ID,1707675405
542,mount pleasant,32.7941,-79.8626,23.38,74,20,3.09,US,1707675275
543,nalut,30.3333,10.85,14.91,36,61,4.62,LY,1707675428
544,springbok,-29.6643,17.8865,28.83,15,1,2.21,ZA,1707675428
545,dalbandin,28.8947,64.4101,17.54,33,100,0.44,PK,1707675428
546,hakha,22.65,93.6167,7.57,42,1,1.45,MM,1707675428
547,chicoana,-25.1009,-65.5331,29.47,65,56,2.66,AR,1707675428
548,jiangzi,28.95,89.6333,-6.77,42,30,2.38,CN,1707675428
549,san carlos,9.6612,-68.5827,35.0,32,55,2.2,VE,1707675428
550,barra de santo antonio,-9.4047,-35.5072,30.6,74,98,4.87,BR,1707675428
551,pangai,-19.8,-174.35,28.06,89,40,4.63,TO,1707675322
552,bella union,-30.2752,-57.6007,34.35,50,33,2.03,UY,1707675428
553,jiuquan,39.7432,98.5174,-0.99,26,4,0.66,CN,1707675428
554,ribeira brava,32.65,-17.0667,22.78,82,49,3.74,PT,1707675428
555,severo-yeniseyskiy,60.3725,93.0408,-17.87,92,100,4.23,RU,1707675428
556,dhidhdhoo,6.8833,73.1,28.1,71,51,2.68,MV,1707675429
557,pariaman,-0.619,100.12,26.03,77,18,2.08,ID,1707675429
